,accx,accy,accz
6876,4.2086873,4.7943625,-1.3075534;
6877,7.3549876,19.57244,3.255263;
6878,-3.0645783,-8.689782,-5.407278;
6879,9.152874,13.021052,4.7535014;
6880,3.5957718,10.419566,-0.88532263;
6881,-2.4516625,4.7126403,2.4516625;
6882,1.1849703,4.1814466,-0.88532263;
6883,1.7978859,18.659876,2.4108016;
6884,-5.706926,-7.504812,-7.5865335;
6885,2.3426998,15.050485,1.607201;
6886,10.691973,18.196785,-0.42223078;
6887,1.6889231,4.4810944,3.445948;
6888,3.6774938,3.636633,-1.7297841;
6889,5.8567495,19.57244,3.5957718;
6890,-0.5720546,-9.234595,-6.1700177;
6891,5.597963,14.09706,4.862464;
6892,4.0180025,11.686258,-2.4516625;
6893,-7.04172,12.408136,3.9090397;
6894,0.7218784,1.4165162,3.0237172;
6895,4.7943625,12.299174,-2.1383946;
6896,-5.09401,19.57244,4.140586;
6897,12.408136,13.865514,3.0645783;
6898,-6.5513873,-10.501288,-11.9450445;
6899,-4.0588636,9.507003,-3.8681788;
6900,12.026767,19.381754,-0.3405087;
6901,3.5276701,3.336985,2.8738933;
6902,3.568531,0.84446156,3.9090397;
6903,-7.4639506,19.57244,-0.6946377;
6904,4.2086873,6.66035,3.1463003;
6905,-0.84446156,4.0180025,6.932757;
6906,0.50395286,1.2666923,-5.7477865;
6907,-0.61291564,12.408136,5.5571017;
6908,7.7772183,0.92618364,1.6889231;
6909,-7.3549876,-9.193735,-9.00305;
6910,3.0645783,16.167353,-0.14982383;
6911,10.800936,17.965239,-1.1441092;
6912,-7.3549876,12.762266,3.568531;
6913,10.079058,-1.879608,1.920469;
6914,-1.2258313,19.531578,3.173541;
6915,-2.7921712,-2.7513103,-1.1168685;
6916,5.09401,15.28203,4.2495484;
6917,5.09401,13.756551,-3.214402;
6918,-10.269742,13.824653,2.3018389;
6919,8.281172,2.5606253,2.6014864;
6920,1.2666923,11.536434,-2.1792557;
6921,-7.164303,19.57244,3.5276701;
6922,6.510526,11.182305,-3.9499009;
6923,-2.070293,6.0201936,4.7535014;
6924,8.430995,0.92618364,0.14982383;
6925,2.6014864,3.214402,3.336985;
6926,-9.765789,19.57244,2.5333846;
6927,15.745122,14.750836,2.5606253;
6928,4.099725,17.393185,3.214402;
6929,14.669114,19.19107,-1.334794;
6930,-3.636633,11.141444,6.5922484;
6931,8.580819,0.6537767,1.9477097;
6932,-1.9885708,19.381754,-3.173541;
6933,2.4108016,19.313654,4.099725;
6934,8.19945,8.281172,2.4925237;
6935,5.7477865,2.7649305,-4.3312707;
6936,-1.7978859,11.032481,6.66035;
6937,11.304889,0.6946377,0.040861044;
6938,13.988097,18.34661,1.9885708;
6939,6.3198414,8.689782,-4.4810944;
6940,-3.2961242,8.921328,1.9477097;
6941,6.469665,2.7649305,1.9885708;
6942,4.8216033,8.539958,-0.9125633;
6943,9.534244,18.278507,2.8738933;
6944,-6.0882955,-8.880466,-8.390134;
6945,3.5957718,16.43976,3.486809;
6946,9.765789,19.041246,-1.7978859;
6947,-5.053149,8.240311,3.173541;
6948,4.7943625,0.7218784,2.8330324;
6949,0.92618364,19.531578,3.5276701;
6950,8.730643,8.689782,2.4108016;
6951,6.851035,10.691973,-3.759216;
6952,-7.1234417,11.686258,3.5276701;
6953,6.1700177,3.0237172,2.6014864;
6954,-1.0760075,19.57244,4.4810944;
6955,3.8273177,11.985906,0.38136974;
6956,6.742072,18.0061,-2.1792557;
6957,1.6889231,15.28203,7.6273947;
6958,10.269742,0.5720546,1.3075534;
6959,-5.053149,19.381754,-2.8330324;
6960,-0.6537767,19.57244,2.7921712;
6961,8.580819,10.923519,3.3778462;
6962,10.337844,18.918663,-2.7240696;
6963,-1.3756552,7.164303,2.6423476;
6964,8.853226,0.95342433,1.4573772;
6965,-8.267551,19.57244,1.4982382;
6966,14.560152,16.88923,2.152015;
6967,2.8330324,9.466142,-3.8681788;
6968,6.2108784,19.109348,-2.070293;
6969,3.3778462,13.947236,6.932757;
6970,10.991621,0.95342433,0.7627395;
6971,-0.19068487,18.768839,-5.7477865;
6972,-4.862464,19.57244,3.7864566;
6973,-2.3018389,10.61025,-3.405087;
6974,6.4424243,18.918663,0.42223078;
6975,-5.8567495,9.043911,4.2086873;
6976,-4.7535014,19.57244,-3.1054392;
6977,6.469665,18.727978,2.0294318;
6978,-8.308413,11.182305,-8.689782;
6979,8.499097,19.531578,-0.14982383;
6980,-1.9885708,6.6331096,4.3312707;
6981,9.084772,0.95342433,0.5720546;
6982,-1.3075534,19.19107,-2.8330324;
6983,2.6423476,19.504337,3.8681788;
6984,12.4489975,10.501288,-3.445948;
6985,5.407278,15.976667,8.240311;
6986,12.108489,0.10896278,-0.23154591;
6987,6.66035,19.422615,2.2201166;
6988,2.3426998,2.6423476,2.1111538;
6989,-3.7864566,16.589584,-5.175732;
6990,-0.42223078,-1.1441092,-8.689782;
6991,-0.23154591,11.75436,5.8976107;
6992,9.615966,0.50395286,-0.0;
6993,-2.5333846,18.38747,-4.0180025;
6994,4.3312707,19.57244,3.8681788;
6995,9.765789,10.800936,3.568531;
6996,4.399372,11.223166,-4.5628166;
6997,-5.325556,8.076866,2.0294318;
6998,9.847511,3.336985,2.7921712;
6999,16.507862,14.369467,2.3426998;
7000,-1.4165162,13.293459,-1.9477097;
7001,9.343558,19.531578,1.2258313;
7002,3.2961242,12.598822,5.938472;
7003,9.615966,1.7570249,0.53119355;
7004,2.8330324,17.161638,-6.0882955;
7005,-7.9679036,19.57244,5.7477865;
7006,-8.580819,13.824653,-6.701211;
7007,14.328606,17.883516,2.7921712;
7008,4.2495484,3.1054392,3.9499009;
7009,1.9477097,1.3075534,4.5219555;
7010,-7.8589406,19.57244,0.61291564;
7011,4.2086873,2.5333846,2.152015;
7012,-2.2609777,4.0180025,2.4108016;
7013,5.366417,12.367276,-2.982856;
7014,7.5456724,14.437569,7.504812;
7015,8.580819,0.7218784,0.61291564;
7016,-0.84446156,18.496431,-5.5571017;
7017,0.53119355,19.531578,2.7649305;
7018,-0.19068487,8.076866,7.164303;
7019,-0.3405087,-2.6014864,-8.62168;
7020,13.756551,19.531578,2.6423476;
7021,-3.636633,9.724928,3.9090397;
7022,8.539958,2.2201166,1.7570249;
7023,3.6774938,0.84446156,2.6014864;
7024,-0.42223078,19.57244,3.8273177;
7025,-7.7772183,-11.304889,-14.982383;
7026,-7.504812,9.575105,-6.510526;
7027,6.851035,19.231932,0.08172209;
7028,2.1111538,5.2165933,4.0180025;
7029,6.3198414,-0.27240697,2.6014864;
7030,-2.2201166,19.272793,-3.9499009;
7031,0.46309182,19.57244,3.568531;
7032,-7.8861814,12.571581,-5.7477865;
7033,14.9006605,17.434046,1.4165162;
7034,-3.636633,11.114203,3.759216;
7035,6.973618,0.38136974,2.2201166;
7036,6.8237944,15.826844,11.372991;
7037,6.2789803,8.19945,-3.9090397;
7038,-4.1814466,11.686258,4.0180025;
7039,3.9090397,5.8567495,5.175732;
7040,3.0645783,5.134871,-0.61291564;
7041,4.944186,19.041246,1.3756552;
7042,5.8567495,4.399372,2.4516625;
7043,8.19945,5.053149,-5.134871;
7044,4.2904096,12.489859,6.4015636;
7045,9.384419,1.3756552,0.8036005;
7046,17.011814,14.437569,2.6832085;
7047,6.891896,14.859799,2.4925237;
7048,7.504812,16.780268,-0.7218784;
7049,-1.9477097,8.812365,1.9477097;
7050,2.5606253,0.9942854,2.9147544;
7051,-9.80665,19.57244,4.671779;
7052,-2.9147544,-4.1814466,-2.5606253;
7053,5.134871,15.050485,13.021052;
7054,2.1111538,6.0474343,-5.8976107;
7055,-7.082581,9.112013,3.255263;
7056,2.4108016,1.4573772,4.1814466;
7057,-6.973618,19.57244,-0.7627395;
7058,6.1700177,4.3312707,2.3699405;
7059,0.08172209,6.0474343,6.510526;
7060,7.246025,0.38136974,-5.284695;
7061,6.5513873,17.543009,-1.0760075;
7062,-7.5865335,10.119919,2.5333846;
7063,10.56939,0.38136974,0.040861044;
7064,1.1849703,17.079916,-5.175732;
7065,-1.7297841,19.57244,3.9499009;
7066,12.9529505,10.038197,2.9147544;
7067,4.3312707,9.343558,-6.0474343;
7068,-8.349273,10.419566,3.2961242;
7069,4.7535014,2.0294318,2.8330324;
7070,-8.390134,19.57244,0.10896278;
7071,7.6954966,19.15021,0.95342433;
7072,-10.419566,-11.413852,-14.206022;
7073,5.7886477,12.639683,1.1168685;
7074,8.62168,17.62473,-1.6889231;
7075,-3.405087,9.043911,4.4810944;
7076,10.923519,0.14982383,0.84446156;
7077,0.46309182,18.496431,-7.04172;
7078,-4.1814466,19.57244,2.9556155;
7079,13.252599,10.882658,1.6480621;
7080,6.6331096,2.9147544,-3.405087;
7081,-3.445948,11.114203,6.66035;
7082,-2.3018389,8.62168,3.8681788;
7083,-6.6331096,19.57244,-1.9885708;
7084,7.9679036,19.531578,2.152015;
7085,-11.75436,7.273266,-5.8158884;
7086,9.466142,19.463476,0.50395286;
7087,-6.3198414,12.176591,6.0201936;
7088,8.158588,-2.4108016,0.6946377;
7089,-6.891896,19.57244,-2.1383946;
7090,6.1700177,19.57244,1.9477097;
7091,10.56939,6.5513873,-2.9147544;
7092,1.920469,14.015338,4.6036777;
7093,14.9006605,0.23154591,0.50395286;
7094,-2.9147544,-3.0237172,-1.0760075;
7095,0.5720546,7.7772183,8.240311;
7096,4.372132,-4.372132,-4.4810944;
7097,0.313268,10.337844,4.944186;
7098,9.847511,1.1441092,0.84446156;
7099,3.636633,15.595298,-1.8387469;
7100,-4.5219555,19.57244,4.2495484;
7101,8.894087,8.430995,1.6480621;
7102,6.5513873,19.082108,1.0760075;
7103,-0.9942854,8.471856,3.405087;
7104,8.158588,0.19068487,-0.9942854;
7105,-0.46309182,19.381754,2.9147544;
7106,6.4424243,12.762266,4.0180025;
7107,3.336985,8.158588,-5.7886477;
7108,-8.880466,10.119919,2.4925237;
7109,12.026767,2.982856,4.099725;
7110,0.9942854,8.689782,-0.53119355;
7111,-8.158588,19.57244,0.8036005;
7112,-6.8237944,7.668256,-8.076866;
7113,6.3607025,17.352324,-1.879608;
7114,-5.366417,8.730643,4.5628166;
7115,-4.140586,19.504337,-3.486809;
7116,5.6660647,19.463476,1.4982382;
7117,-4.140586,11.645397,-3.445948;
7118,10.841797,18.537292,-0.08172209;
7119,-4.7535014,13.021052,2.152015;
7120,10.56939,0.84446156,2.070293;
7121,2.982856,15.595298,-3.636633;
7122,-3.2961242,19.57244,2.8738933;
7123,-10.147159,8.662541,-0.38136974;
7124,10.269742,19.531578,1.1441092;
7125,-8.19945,10.079058,6.0882955;
7126,6.469665,1.0351465,0.88532263;
7127,4.7943625,8.730643,-0.19068487;
7128,-6.4015636,-6.3198414,-5.202973;
7129,-1.2666923,-0.7218784,-1.3756552;
7130,-2.2201166,11.645397,2.2609777;
7131,15.213928,16.88923,2.8330324;
7132,10.228881,3.1463003,2.9556155;
7133,4.9850473,14.328606,-4.9850473;
7134,-7.4639506,19.57244,3.445948;
7135,9.343558,19.109348,-0.08172209;
7136,-2.1383946,9.384419,3.5276701;
7137,9.956474,2.5333846,1.334794;
7138,-1.9885708,3.9499009,6.4424243;
7139,-5.202973,15.5135765,-3.9499009;
7140,13.715691,19.422615,0.92618364;
7141,1.1168685,6.932757,3.486809;
7142,7.082581,1.9885708,3.214402;
7143,-2.0294318,19.082108,-3.568531;
7144,4.2086873,19.313654,1.4165162;
7145,4.0588636,9.302697,-4.2086873;
7146,13.293459,16.507862,4.903325;
7147,7.205164,3.2961242,2.9556155;
7148,4.399372,15.241169,-4.4810944;
7149,-8.539958,19.57244,4.3312707;
7150,-2.8738933,-0.23154591,-0.53119355;
7151,2.8738933,13.0619135,12.14935;
7152,3.5957718,0.10896278,-7.6546354;
7153,-9.00305,11.727119,2.4925237;
7154,3.173541,1.8387469,4.372132;
7155,-7.273266,19.57244,5.175732;
7156,-5.47538,-4.862464,-0.50395286;
7157,4.7943625,15.976667,10.882658;
7158,4.4810944,-0.19068487,-6.8237944;
7159,-5.366417,11.985906,5.012288;
7160,7.7772183,1.2258313,3.3778462;
7161,-7.273266,19.57244,-4.8216033;
7162,9.084772,19.463476,0.46309182;
7163,6.3607025,14.941522,-2.9556155;
7164,2.7921712,13.252599,7.668256;
7165,8.853226,1.7978859,1.6889231;
7166,2.6014864,1.7978859,2.1792557;
7167,5.325556,18.659876,2.6014864;
7168,5.597963,4.099725,3.0645783;
7169,0.84446156,0.6946377,-5.407278;
7170,6.932757,12.789507,6.4424243;
7171,7.5456724,2.070293,1.4165162;
7172,3.759216,4.099725,1.9477097;
7173,-0.50395286,19.57244,2.4925237;
7174,9.997335,13.211738,3.5957718;
7175,7.273266,0.6537767,-2.6423476;
7176,0.10896278,13.293459,7.164303;
7177,10.079058,2.4925237,-0.0;
7178,-3.214402,19.15021,-4.440233;
7179,9.507003,13.484144,2.6832085;
7180,-4.2904096,-8.008764,-9.234595;
7181,-0.5720546,16.467001,-2.3699405;
7182,11.876944,16.208214,4.7943625;
7183,10.882658,1.7978859,0.7218784;
7184,4.7943625,15.472715,-5.434519;
7185,-7.1234417,19.57244,5.706926;
7186,7.1234417,17.474907,-1.607201;
7187,-6.238119,8.962189,2.9556155;
7188,11.413852,3.336985,1.8387469;
7189,4.903325,13.293459,-3.5276701;
7190,15.935807,15.976667,3.568531;
7191,-4.2904096,-11.727119,-10.378705;
7192,-6.742072,13.865514,-4.7126403;
7193,16.317177,17.815414,2.4925237;
7194,0.6537767,6.973618,4.7535014;
7195,2.3426998,6.1291566,0.61291564;
7196,5.053149,19.57244,2.0294318;
7197,1.4573772,4.9850473,1.9477097;
7198,-4.862464,18.578154,-3.8273177;
7199,0.5720546,-5.938472,-6.701211;
7200,13.593107,19.231932,-0.5720546;
7201,-2.3426998,6.6331096,4.2904096;
7202,2.9147544,3.405087,2.152015;
7203,3.8273177,19.531578,2.8330324;
7204,6.3607025,8.853226,4.1814466;
7205,-6.742072,-5.938472,-6.3607025;
7206,-6.891896,1.8387469,-2.2201166;
7207,10.95076,9.112013,2.2201166;
7208,8.771504,2.4925237,3.0237172;
7209,2.7240696,11.454713,-2.3426998;
7210,-9.152874,19.57244,2.3426998;
7211,8.349273,16.017529,-4.0588636;
7212,12.571581,17.270601,5.7886477;
7213,9.615966,2.6014864,0.19068487;
7214,1.334794,3.0645783,3.8681788;
7215,-4.5900574,19.57244,4.0180025;
7216,-5.7477865,-2.1111538,-0.27240697;
7217,-0.3405087,10.882658,10.923519;
7218,0.95342433,-1.4165162,-7.164303;
7219,-6.428804,9.888372,4.7943625;
7220,5.175732,-0.14982383,4.3312707;
7221,-7.8180795,19.57244,1.4573772;
7222,9.466142,18.700737,2.3018389;
7223,11.454713,8.281172,-2.2201166;
7224,0.6946377,13.865514,7.0553403;
7225,11.073342,1.6480621,0.23154591;
7226,-4.4810944,0.313268,0.38136974;
7227,-3.759216,7.246025,6.469665;
7228,-8.19945,11.073342,-6.4015636;
7229,8.281172,18.34661,-1.9477097;
7230,-0.10896278,5.243834,1.607201;
7231,7.1234417,-0.7218784,1.6889231;
7232,-2.1111538,19.19107,-2.3699405;
7233,0.88532263,19.109348,2.3018389;
7234,4.2086873,12.639683,-1.9477097;
7235,-1.6480621,8.076866,2.1792557;
7236,8.812365,1.2258313,0.7218784;
7237,-7.5865335,19.57244,-1.3075534;
7238,9.575105,18.115063,3.8681788;
7239,7.0553403,18.237646,10.119919;
7240,9.275456,12.026767,-4.4810944;
7241,-7.3549876,14.669114,3.173541;
7242,10.18802,1.5390993,2.070293;
7243,3.173541,2.7649305,3.214402;
7244,-5.47538,19.57244,4.399372;
7245,11.958665,13.797412,3.2961242;
7246,10.760075,14.7916975,3.445948;
7247,1.607201,12.340035,-2.9556155;
7248,10.419566,15.826844,7.3958488;
7249,2.4108016,4.7126403,3.3778462;
7250,6.0474343,0.61291564,0.95342433;
7251,-5.284695,19.57244,0.19068487;
7252,5.366417,12.067628,12.258313;
7253,-9.888372,8.158588,-5.366417;
7254,9.915613,19.531578,1.2666923;
7255,8.008764,1.1849703,0.5720546;
7256,0.08172209,8.921328,-1.9477097;
7257,-7.6273947,19.57244,0.10896278;
7258,9.765789,18.496431,3.173541;
7259,2.070293,18.537292,-2.8330324;
7260,18.727978,19.463476,2.070293;
7261,-2.3018389,10.651112,4.0180025;
7262,1.1849703,19.57244,0.46309182;
7263,10.95076,16.358038,3.9499009;
7264,-8.117727,-6.1700177,-5.5571017;
7265,-5.6252036,13.593107,0.46309182;
7266,-0.040861044,8.853226,-7.8589406;
7267,-12.258313,11.073342,3.568531;
7268,6.5513873,2.3426998,3.0237172;
7269,-0.29964766,8.730643,-0.8036005;
7270,-9.302697,19.57244,-1.0760075;
7271,3.5276701,1.7978859,-4.903325;
7272,13.797412,19.340895,1.7297841;
7273,0.84446156,6.5922484,3.214402;
7274,-6.2789803,-13.443283,-11.645397;
7275,2.6832085,16.317177,-2.1111538;
7276,-0.6946377,-0.29964766,-2.3018389;
7277,9.043911,11.182305,5.09401;
7278,10.378705,1.0351465,1.3756552;
7279,1.1849703,18.46919,-5.243834;
7280,-1.6480621,19.531578,3.718355;
7281,3.255263,-0.3405087,-6.1700177;
7282,2.1111538,8.812365,5.829509;
7283,12.789507,0.88532263,0.7627395;
7284,4.7126403,15.745122,9.697687;
7285,3.7864566,11.563675,-4.903325;
7286,-10.800936,11.141444,3.2961242;
7287,8.076866,6.0474343,5.243834;
7288,6.5513873,7.43671,-0.6946377;
7289,13.824653,18.196785,-0.040861044;
7290,-7.504812,12.598822,-3.5957718;
7291,7.9679036,6.891896,-6.238119;
7292,-8.19945,7.6273947,1.334794;
7293,10.991621,3.255263,2.0294318;
7294,-2.7513103,19.531578,4.1814466;
7295,-11.795221,-11.264028,-12.598822;
7296,-1.7978859,1.8387469,1.607201;
7297,-0.19068487,14.137921,-2.982856;
7298,13.021052,17.434046,5.9793324;
7299,11.645397,3.255263,1.1168685;
7300,5.9793324,15.023244,-6.1291566;
7301,15.213928,15.745122,2.0294318;
7302,-7.3958488,-13.143636,-14.47843;
7303,-9.956474,9.084772,-5.6660647;
7304,12.176591,19.463476,0.7627395;
7305,6.2789803,4.7126403,3.3778462;
7306,3.1054392,0.3405087,4.140586;
7307,-5.407278,19.57244,-2.1111538;
7308,7.504812,19.504337,2.2201166;
7309,6.1291566,4.862464,3.0237172;
7310,9.615966,18.659876,-0.7218784;
7311,0.040861044,6.782933,4.3312707;
7312,4.5219555,3.7864566,2.2609777;
7313,4.944186,19.531578,1.4165162;
7314,10.923519,12.571581,3.7864566;
7315,-6.932757,-9.615966,-9.765789;
7316,7.164303,17.079916,10.501288;
7317,-5.47538,15.785983,-1.920469;
7318,4.8216033,14.1787815,-3.405087;
7319,-6.1700177,8.19945,2.6832085;
7320,1.8387469,3.0237172,5.407278;
7321,-8.539958,19.57244,4.5628166;
7322,-5.8158884,-3.445948,0.53119355;
7323,3.2961242,16.317177,12.53072;
7324,3.5957718,1.5390993,-6.5922484;
7325,-4.7943625,11.917805,5.2165933;
7326,8.308413,0.9942854,0.27240697;
7327,-7.164303,19.57244,-3.8681788;
7328,4.2086873,19.313654,0.27240697;
7329,-0.23154591,11.917805,-1.1849703;
7330,5.5162406,15.976667,-2.8330324;
7331,-7.164303,9.697687,3.336985;
7332,4.5628166,0.9942854,4.140586;
7333,-3.9090397,-1.525479,-2.4925237;
7334,6.5922484,12.571581,1.0760075;
7335,2.2201166,12.340035,-4.630918;
7336,10.882658,14.137921,5.243834;
7337,11.264028,3.5276701,1.4573772;
7338,3.9090397,15.745122,-4.1814466;
7339,17.393185,15.785983,2.982856;
7340,-7.04172,-11.413852,-12.14935;
7341,-7.014479,14.328606,-3.486809;
7342,14.137921,18.278507,1.4573772;
7343,3.445948,4.099725,2.8330324;
7344,3.9090397,1.4982382,1.7978859;
7345,0.6946377,17.270601,-1.0760075;
7346,12.980191,12.489859,4.2904096;
7347,-6.891896,-8.880466,-7.082581;
7348,6.973618,9.534244,6.0474343;
7349,10.800936,2.8738933,0.6946377;
7350,1.607201,10.269742,-2.1111538;
7351,10.732834,17.352324,0.92618364;
7352,-4.7943625,-12.408136,-11.563675;
7353,-3.1054392,9.302697,-1.9477097;
7354,8.730643,17.856276,-1.9885708;
7355,-4.372132,8.390134,4.671779;
7356,9.043911,1.3075534,1.6480621;
7357,-1.0351465,19.19107,-4.862464;
7358,13.947236,11.141444,2.9556155;
7359,-3.568531,11.686258,-4.630918;
7360,8.390134,16.167353,-4.2086873;
7361,-6.1291566,10.923519,3.7864566;
7362,5.134871,15.636159,-7.205164;
7363,-10.882658,19.57244,6.973618;
7364,-8.730643,-4.9850473,-7.1234417;
7365,4.903325,8.662541,-3.7864566;
7366,5.706926,13.33432,-4.099725;
7367,-7.246025,9.697687,2.2201166;
7368,4.7535014,1.7297841,4.6036777;
7369,2.7921712,17.052675,-6.973618;
7370,17.66559,14.328606,3.486809;
7371,-5.7477865,-11.563675,-12.598822;
7372,-8.471856,12.680544,-7.7363577;
7373,12.489859,19.000385,0.88532263;
7374,-8.580819,12.9529505,4.9850473;
7375,2.7649305,0.08172209,3.1463003;
7376,-7.8861814,19.57244,0.040861044;
7377,11.141444,18.700737,0.92618364;
7378,-7.04172,-7.9270425,-3.7864566;
7379,6.973618,15.554437,-3.759216;
7380,6.851035,16.630445,7.3141265;
7381,10.079058,4.2904096,1.6480621;
7382,3.5957718,-0.08172209,4.440233;
7383,-3.636633,19.531578,4.3312707;
7384,10.269742,8.240311,2.9147544;
7385,-5.202973,-0.040861044,-1.4982382;
7386,5.7886477,9.575105,-6.469665;
7387,9.575105,16.126492,7.43671;
7388,10.460427,4.8216033,0.84446156;
7389,6.0201936,14.1787815,-5.5571017;
7390,16.43976,16.657684,1.4982382;
7391,-5.8158884,-11.9450445,-11.686258;
7392,-8.008764,12.258313,-5.284695;
7393,8.62168,18.04696,-1.2666923;
7394,-4.1814466,5.284695,3.9499009;
7395,3.1054392,1.3075534,3.1463003;
7396,-5.407278,19.57244,4.3312707;
7397,-5.9793324,-4.9850473,-3.255263;
7398,3.1054392,15.363752,13.252599;
7399,8.158588,1.334794,-7.8180795;
7400,-6.238119,13.443283,7.7363577;
7401,8.430995,2.070293,0.14982383;
7402,-4.944186,19.531578,-3.173541;
7403,6.510526,6.701211,2.9147544;
7404,-5.012288,4.5219555,3.568531;
7405,-5.9793324,9.765789,-1.9885708;
7406,10.147159,17.733692,-2.4925237;
7407,1.607201,14.560152,7.4639506;
7408,9.507003,2.8330324,-0.14982383;
7409,3.8681788,2.7240696,1.7570249;
7410,2.6014864,19.463476,3.486809;
7411,-7.3141265,-7.164303,-4.099725;
7412,3.9090397,12.789507,3.5957718;
7413,4.944186,14.1787815,-2.1792557;
7414,-7.504812,8.689782,1.920469;
7415,1.1849703,2.3426998,4.3312707;
7416,-11.223166,19.57244,2.9556155;
7417,2.1111538,4.372132,1.7570249;
7418,-4.5628166,5.243834,6.2108784;
7419,-3.0645783,17.24336,-6.66035;
7420,17.270601,19.19107,-1.4165162;
7421,2.070293,4.140586,4.7943625;
7422,5.325556,1.0351465,2.7921712;
7423,2.152015,4.1814466,-1.7570249;
7424,-11.876944,19.57244,3.636633;
7425,6.0882955,1.7570249,-2.6014864;
7426,6.238119,11.536434,5.9793324;
7427,-7.9679036,11.727119,2.3699405;
7428,4.9850473,0.27240697,4.099725;
7429,12.912089,14.056199,2.6832085;
7430,9.575105,17.692831,8.689782;
7431,1.7297841,6.3607025,-5.284695;
7432,-5.8976107,13.021052,4.7943625;
7433,6.510526,0.08172209,1.9477097;
7434,-9.493382,19.57244,-3.405087;
7435,2.7921712,19.531578,1.4573772;
7436,-8.771504,5.2165933,-3.9090397;
7437,14.941522,14.246883,5.5571017;
7438,4.9850473,4.399372,3.8273177;
7439,0.5720546,9.534244,8.812365;
7440,11.645397,6.932757,-1.7978859;
7441,3.1054392,15.132206,7.205164;
7442,11.264028,1.5390993,-0.5720546;
7443,-0.6537767,18.0061,-6.0201936;
7444,15.363752,13.525005,2.9147544;
7445,-7.014479,-9.575105,-10.651112;
7446,-9.425281,10.038197,-4.0180025;
7447,12.258313,19.504337,-0.61291564;
7448,5.325556,3.405087,1.7297841;
7449,-2.3018389,7.205164,-1.4982382;
7450,10.460427,14.519291,3.0237172;
7451,-6.238119,-10.61025,-12.639683;
7452,-9.043911,7.082581,-7.273266;
7453,13.252599,19.381754,1.2258313;
7454,4.372132,4.671779,2.3018389;
7455,0.6537767,9.697687,-1.1849703;
7456,10.800936,16.358038,2.4108016;
7457,-5.407278,-12.639683,-12.340035;
7458,8.049625,14.1787815,9.724928;
7459,3.173541,1.0760075,-7.9679036;
7460,8.771504,19.19107,0.38136974;
7461,-1.3756552,10.95076,4.399372;
7462,9.152874,1.0760075,2.8738933;
7463,8.499097,19.381754,1.6480621;
7464,-8.349273,10.419566,-1.4982382;
7465,5.284695,14.519291,-2.5606253;
7466,-10.147159,14.206022,2.982856;
7467,0.19068487,15.745122,-5.202973;
7468,8.076866,18.087822,4.9850473;
7469,3.214402,11.413852,-3.0237172;
7470,-9.043911,16.317177,3.214402;
7471,4.140586,0.38136974,3.486809;
7472,-0.38136974,6.891896,-1.0760075;
7473,-5.8976107,19.57244,1.3756552;
7474,3.5957718,10.228881,10.228881;
7475,9.656827,6.701211,-2.8738933;
7476,3.486809,16.970953,-0.42223078;
7477,-7.5865335,10.501288,2.8330324;
7478,9.956474,1.607201,2.1792557;
7479,3.1054392,2.1111538,4.7126403;
7480,-3.8681788,19.57244,3.6774938;
7481,15.4046135,14.056199,1.607201;
7482,-6.2789803,-10.691973,-12.789507;
7483,3.9090397,13.906375,12.980191;
7484,7.5865335,5.134871,-4.372132;
7485,2.5333846,10.923519,5.829509;
7486,10.228881,0.46309182,0.95342433;
7487,2.5606253,2.3699405,3.718355;
7488,2.5333846,18.155924,-5.7886477;
7489,0.27240697,19.272793,4.140586;
7490,-4.7126403,15.322891,-5.5162406;
7491,14.2877445,19.463476,-1.8387469;
7492,-3.3642259,6.5922484,4.630918;
7493,3.718355,15.050485,-3.1054392;
7494,-3.336985,19.57244,4.903325;
7495,-6.6331096,-10.460427,-10.56939;
7496,-6.1700177,12.912089,-5.9793324;
7497,6.5513873,18.278507,-1.2666923;
7498,-3.214402,8.894087,2.9556155;
7499,11.645397,0.84446156,0.19068487;
7500,3.5276701,15.363752,-4.372132;
7501,-7.5865335,19.57244,3.990762;
7502,14.1787815,15.595298,2.5333846;
7503,-6.428804,12.9529505,-3.759216;
7504,3.5276701,4.6036777,-3.718355;
7505,-6.469665,11.454713,5.284695;
7506,7.5865335,0.38136974,1.3075534;
7507,2.9556155,4.671779,0.040861044;
7508,4.099725,19.57244,3.336985;
7509,-1.4573772,8.117727,6.510526;
7510,5.8567495,11.304889,-3.9771416;
7511,12.598822,14.410328,6.2108784;
7512,9.043911,2.5333846,1.6480621;
7513,0.10896278,1.6480621,4.2904096;
7514,-10.147159,19.57244,4.7535014;
7515,6.3607025,15.050485,4.5219555;
7516,-0.95342433,12.026767,-2.5606253;
7517,17.474907,15.4046135,1.920469;
7518,3.6774938,4.5628166,3.9499009;
7519,6.469665,9.425281,0.50395286;
7520,14.601013,17.502148,3.2961242;
7521,-6.0201936,-11.536434,-13.484144;
7522,-2.982856,16.43976,-6.742072;
7523,14.2877445,18.46919,-0.14982383;
7524,0.23154591,6.0201936,5.434519;
7525,5.8976107,2.070293,2.152015;
7526,4.5219555,16.780268,-3.3642259;
7527,-4.0180025,17.924377,4.7126403;
7528,11.604536,11.264028,2.7240696;
7529,-6.1700177,-8.049625,-7.7363577;
7530,-5.7477865,16.970953,-4.2495484;
7531,14.206022,18.918663,2.2609777;
7532,-6.1700177,8.62168,3.3778462;
7533,10.460427,1.1168685,0.61291564;
